filename,label,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
03-01-06-01-02-02-07.wav,fearful,-668.09564,60.92727,0.72272927,13.420864,-0.10174,9.842351,-10.222768,-5.575291,-10.726356,-9.328767,-4.744499,-5.2158113,-6.1112704
03-01-06-01-01-02-20.wav,fearful,-746.5089,43.637203,-10.270215,6.827247,-3.928242,0.6471489,-11.98194,-4.5196204,-9.142078,-9.131349,-0.2039074,-5.3544173,-7.915498
03-01-03-02-02-02-01.wav,happy,-568.1388,70.80917,-8.760222,11.967098,-2.9723804,10.001247,-8.551405,0.027817845,-9.052507,-6.3288474,-12.138224,-7.093578,1.7016895
03-01-04-02-02-02-21.wav,sad,-595.16486,87.50039,-7.763284,9.406066,8.883636,17.66455,-7.8377614,-6.218764,-1.274316,-8.385517,-12.355458,-3.4568892,3.0609453
03-01-04-01-02-02-12.wav,sad,-660.8053,71.03138,-4.319817,9.91731,-1.5432397,9.513564,-10.299267,2.76707,-10.620562,-11.835576,-5.5189366,-3.1857545,-8.290751
03-01-03-01-01-01-12.wav,happy,-634.9757,83.63217,-16.486906,5.4437294,2.4057446,7.3741636,-11.282814,1.9037896,-5.965931,-10.416774,-2.508238,-0.12234633,-4.9426627
03-01-01-01-01-02-22.wav,neutral,-691.59784,60.5276,-1.5540606,10.381246,-4.6274877,12.683829,-8.411634,-3.2070198,-5.7260647,-7.8658857,-4.9420195,-4.4124484,1.306582
03-01-05-01-02-01-15.wav,angry,-579.6707,77.36847,-2.2405946,9.6343155,6.540262,18.944317,-8.394689,5.89241,3.6849408,0.7898706,-1.3086592,1.4816147,-0.5492163
03-01-05-01-02-02-20.wav,angry,-549.0992,57.285984,-25.18723,2.1913855,-11.901295,-1.1083062,-17.173405,-5.254576,-11.706978,-12.933358,-4.9188724,-6.243893,-4.4416556
03-01-06-01-02-01-10.wav,fearful,-611.25903,62.58029,5.968864,12.238518,-2.5109706,12.6237955,-9.189692,1.2985094,-13.795719,-11.055338,-1.6835551,0.55243796,-0.5302336
03-01-05-01-02-02-11.wav,angry,-563.58875,68.88383,2.2525272,20.982069,-3.2884407,8.304085,-2.9706047,4.567684,-3.4868302,-1.4316787,-3.7615685,-6.4557724,2.7940562
03-01-02-02-01-01-20.wav,calm,-848.1974,58.638943,-3.791766,11.980078,1.5994995,4.44071,-8.27863,-1.8525985,-8.652187,-5.8538036,-2.2817152,-5.455067,-3.6883824
03-01-02-01-02-01-24.wav,calm,-760.016,58.00556,-1.6490082,18.476496,-4.011447,6.138883,-9.888475,0.5714032,-12.488593,-3.4853604,-6.0192065,-5.466563,-4.693886
03-01-04-02-01-02-06.wav,sad,-728.8901,59.39587,-20.916838,8.074091,-6.1642876,4.639675,-17.723711,-4.8674455,-7.6284394,-11.7288475,0.14158396,2.0757425,-2.0905974
03-01-08-02-02-02-17.wav,surprised,-493.30597,48.234047,-3.0278733,18.852697,-3.5901353,9.721631,-2.7243571,6.184735,-1.8787808,2.7971716,-3.59669,0.31369644,1.5809422
03-01-04-02-01-02-03.wav,sad,-509.10004,70.206314,-8.007269,8.989733,-2.6881359,7.5382996,-7.016756,-3.4589765,-15.834296,-7.2725825,-8.42375,-10.813387,-3.9988852
03-01-02-01-01-01-22.wav,calm,-737.4777,63.482704,1.217715,18.055117,-4.0275793,13.973715,-6.386613,0.75536734,-5.869803,-4.3970146,-2.7897563,-3.9118836,1.6112623
03-01-05-01-02-01-01.wav,angry,-595.0243,58.63152,-2.327618,13.655265,2.586828,7.25531,-6.046742,2.112173,-5.7803297,-4.3421254,-9.432347,-3.4377162,-0.09518725
03-01-01-01-02-02-06.wav,neutral,-739.9889,78.82425,-13.175588,7.84388,1.1601878,7.9514666,-11.558872,-4.7770457,-7.604497,-7.61289,-1.462203,-0.69141465,-4.2912583
03-01-08-02-02-01-07.wav,surprised,-544.6024,59.524452,-4.9843564,14.89636,-0.71952766,9.685143,-12.071995,-4.671688,-9.281243,-7.1823587,-3.514343,-3.281261,-6.6773343
03-01-04-01-01-02-21.wav,sad,-686.30804,86.99661,6.2427564,19.721575,9.41089,13.729199,-7.170513,8.836268,-1.0135273,-5.9257936,-1.7483164,-2.3682115,-0.75962055
03-01-07-01-02-02-23.wav,disgust,-691.06647,56.277687,4.0622535,13.532889,-1.3892239,12.815974,-5.522404,6.824999,-5.845129,-2.629638,-4.229433,-2.0456905,-0.3210289
03-01-06-02-01-02-15.wav,fearful,-490.32684,57.02392,-8.252707,13.788845,5.4981036,13.871115,-5.427896,1.0350976,-1.1452006,-0.7619203,-3.3546681,2.231419,-0.68935186
03-01-06-01-01-01-23.wav,fearful,-628.7224,63.698135,0.15218729,8.789053,1.6801981,14.548738,-6.880486,2.7204223,-4.832859,-5.947144,-5.9069605,-2.855222,0.049405005
03-01-06-01-02-02-04.wav,fearful,-578.8705,45.900986,-12.976329,3.769631,-7.4357605,0.3107063,-11.26998,-0.6254529,-9.921249,-11.898968,-7.7918725,-3.5014262,-6.5017447
03-01-03-01-01-02-07.wav,happy,-672.12463,95.8703,0.99978167,9.010865,9.643557,12.556573,-7.5497193,-1.7909493,-8.257576,-3.4055543,1.7168201,1.2082639,-5.8212943
03-01-06-01-02-01-02.wav,fearful,-584.6368,53.946198,-23.683254,1.0352309,-6.6190166,0.15367794,-15.050793,-0.9471066,-15.154127,-9.587488,-3.8004522,-3.3235002,-8.445857
03-01-07-01-02-01-08.wav,disgust,-700.8483,73.97922,13.752046,24.008165,2.6427057,15.74782,-3.2453482,6.6408453,-6.408341,-4.687808,-0.6840476,2.4558163,-2.9643462
03-01-06-02-01-02-18.wav,fearful,-493.5906,45.543186,-21.465,-2.7342434,-10.200647,0.08030249,-10.672798,-4.0195,-5.2806716,-9.423757,-10.2353325,-1.1182361,1.0136664
03-01-06-02-01-01-16.wav,fearful,-437.10773,47.720474,-25.498999,-1.1662164,-5.619126,-1.8165742,-17.658611,-6.515475,-14.733835,-10.685083,-8.002969,-1.4002981,-10.193921
03-01-06-02-01-01-20.wav,fearful,-383.44806,51.788807,-32.859566,-7.3265095,-12.185316,-5.74948,-17.667572,-3.089412,-11.728675,-10.756276,-0.07433676,-1.5322248,-6.4866843
03-01-03-02-01-01-04.wav,happy,-523.0175,56.362156,-22.981997,0.31011155,-4.1651754,1.451715,-12.951427,0.73044884,-10.074691,-12.044544,-4.1414313,-0.47184598,-3.4934154
03-01-05-01-01-02-14.wav,angry,-605.04694,47.476833,-9.615088,6.7400126,-5.050027,-2.455464,-14.211083,3.2186136,-8.974826,-4.625892,-3.9941988,-3.1720202,-2.0450475
03-01-05-01-01-02-04.wav,angry,-561.96045,47.473927,-13.251722,4.4711328,-4.50301,-4.6049547,-10.232055,0.18582307,-8.084241,-9.680566,-3.9618137,-3.3038936,-4.0507374
03-01-02-02-02-02-06.wav,calm,-755.84753,84.86619,3.9826863,14.217865,-4.377262,12.027838,-8.769316,-4.076503,-9.268899,-6.663219,-0.3563892,-0.6674715,0.6408159
03-01-03-01-01-01-18.wav,happy,-650.4999,61.521507,-6.8846474,4.4444437,-2.5924377,6.24413,-10.429364,2.4675055,-8.44164,-10.932004,-3.943893,-5.586445,-5.1840262
03-01-06-02-02-02-14.wav,fearful,-504.58667,34.55746,-31.639627,-4.7425995,-11.167628,-6.377057,-21.719921,-4.526497,-13.256851,-14.909797,-0.58302206,-3.2818067,-10.479443
03-01-03-01-02-02-10.wav,happy,-535.36005,66.8623,-6.2552166,4.612798,0.13215058,3.6647987,-16.212788,-2.6981525,-13.526981,-13.774392,-4.1546564,-0.374064,-7.143915
03-01-06-01-01-02-10.wav,fearful,-640.56067,71.85816,3.281322,14.14853,-1.1688437,11.712357,-4.76581,4.9452534,-12.258069,-6.307091,2.3039794,2.6720223,-0.78902984
03-01-05-01-02-01-13.wav,angry,-603.27124,68.39223,-4.1049185,10.763319,3.5729406,9.676021,-4.0988755,-0.94583064,-2.6815264,-5.095329,-10.768066,-1.3166014,0.704793
03-01-02-02-01-01-15.wav,calm,-687.13336,92.09869,6.993686,17.715908,5.4979215,15.573485,-3.3717186,4.8782334,0.48406938,2.337752,0.6243166,-0.8495805,0.43516332
03-01-01-01-02-02-08.wav,neutral,-707.11816,78.951454,9.952194,20.884295,9.219158,13.815606,-3.8895664,12.485267,-5.8106246,-1.650964,-0.046970725,-1.0281693,2.5656004
03-01-08-02-02-01-03.wav,surprised,-483.54678,67.151924,-13.673473,5.602909,-12.103257,2.9423368,-5.771639,-3.8491218,-15.959561,-2.904177,-2.1557648,-9.590043,-1.974652
03-01-03-01-02-02-11.wav,happy,-680.117,64.21047,13.815179,22.578897,3.9125214,15.696125,-1.2008842,7.06071,-0.6535125,2.1166143,-1.9157318,-1.1438131,0.81872827
03-01-02-01-01-02-14.wav,calm,-805.89764,50.434246,2.865829,15.137083,-0.14874686,4.572341,-10.1481285,3.43048,-9.754265,-1.1678056,-4.8118634,-5.5164776,-1.7368157
03-01-03-01-02-01-05.wav,happy,-705.6408,67.12863,5.3879633,16.698217,5.6570563,12.044302,-2.9805417,3.4887762,-1.450342,-2.4397235,-1.5370629,0.018558744,1.7478688
03-01-03-02-02-01-09.wav,happy,-498.84366,60.077618,-13.457317,5.9213457,0.9722333,14.555322,-8.644185,-5.4394503,-5.415175,-5.7204165,-10.8357935,0.5122413,-3.4320214
03-01-04-01-01-02-23.wav,sad,-714.5328,77.48759,5.394833,9.028925,5.5064754,16.064686,-3.6785414,4.356304,-3.3172834,-2.5442045,-4.7156463,-3.362594,-0.40295386
03-01-08-01-02-02-05.wav,surprised,-633.0782,69.727844,4.1850743,13.3742285,3.6306772,9.555896,-6.489276,1.1586784,-5.1364145,-5.1565523,-4.5167923,-2.8886645,-0.7415223
03-01-02-02-01-01-18.wav,calm,-742.2926,63.671303,-1.4899867,17.553986,0.07339186,8.155811,-9.610529,4.993159,-4.0380645,-11.5866785,-0.9956144,-4.9104724,-4.196704
03-01-06-02-01-02-17.wav,fearful,-458.823,47.2707,-8.372228,8.616371,0.6202596,10.665261,-2.0302553,4.1361294,-1.389054,0.5819478,-2.0183911,2.0395093,2.567959
03-01-04-01-02-01-20.wav,sad,-829.12885,51.820835,-2.2729766,12.78214,-0.6308412,5.821414,-4.2163987,4.6770687,-11.263784,-6.3274527,-2.1743224,-1.5786219,-2.8676944
03-01-05-02-02-01-07.wav,angry,-373.48856,43.320103,-23.760143,2.1682,-4.434816,6.8627806,-19.870396,-2.7718577,-4.9798427,-10.118385,-8.905963,1.0947521,-2.6953123
03-01-02-02-02-02-09.wav,calm,-786.0075,88.12206,12.140054,25.658705,9.47761,17.079185,5.8761315,3.1438367,-2.04304,-2.704383,2.2366574,2.6261194,-5.0437884
03-01-03-02-02-02-12.wav,happy,-490.84058,49.75734,-21.677732,-8.1267185,-8.014036,3.20893,-20.749594,-4.3292365,-7.555845,-10.2118225,-8.18628,0.015127719,-7.5250163
03-01-04-02-01-02-19.wav,sad,-689.1852,82.49488,1.9106557,17.335287,6.6053143,15.966344,0.5234978,5.4782987,-8.557275,1.0963033,-3.0390768,-4.3712068,1.958783
03-01-06-02-02-02-18.wav,fearful,-499.33606,44.588066,-24.63372,-3.2172883,-13.303326,0.84383523,-14.332308,-6.4971333,-5.7984395,-12.186359,-12.486409,-2.448212,-1.0470582
03-01-07-01-02-01-23.wav,disgust,-688.99176,52.997437,-0.6949212,10.821215,-1.6062459,12.015389,-4.3153553,5.734336,-5.9584208,-2.6992357,-3.4426434,-2.5512524,1.1125431
03-01-03-02-02-02-10.wav,happy,-391.66772,50.540382,-27.797194,-5.307931,-4.276943,4.182506,-19.880127,-7.113822,-10.059877,-17.584042,-10.786218,-0.8335674,-8.884531
03-01-06-01-02-02-20.wav,fearful,-792.9522,57.668556,-7.576886,16.819056,-0.9910068,4.578677,-10.015674,-3.9076157,-15.848132,-9.174617,-1.368564,-3.646493,-7.255128
03-01-02-02-01-02-08.wav,calm,-745.79755,80.0959,14.088288,23.498203,8.414593,15.66805,-4.3374863,16.080755,-3.479269,0.05971429,0.74232,-1.8944675,0.81415427
03-01-04-01-02-02-02.wav,sad,-700.86566,62.921898,-2.619947,8.212914,-0.48985127,4.108222,-7.795467,-0.023358103,-9.3188505,-6.341343,-3.9372575,-1.8531611,-4.5948195
03-01-05-01-01-02-05.wav,angry,-583.9638,73.541756,-4.8610735,13.352509,5.8811965,13.631638,-11.971298,-0.07458214,-0.5113358,1.731417,-2.8484917,-1.6721636,1.4208887
03-01-02-02-01-02-18.wav,calm,-749.35004,68.83982,2.0282805,20.5895,0.8562992,11.225976,-9.47981,5.449946,-3.3252885,-10.442801,-0.3407136,-4.8847094,-1.4189574
03-01-06-02-02-02-11.wav,fearful,-452.08484,50.328873,-10.448164,11.337685,-9.023391,5.6652822,-5.5315776,2.9118342,-4.795626,-4.2351913,-7.4464116,-3.4620097,-1.5028545
03-01-02-02-01-01-02.wav,calm,-676.9464,62.021435,-4.284784,9.674073,-0.5778349,2.832537,-10.690165,2.9925206,-7.7227254,-4.6659026,-4.6269574,-3.0181725,-2.5841205
03-01-03-01-02-01-19.wav,happy,-721.0215,89.48579,12.203624,25.903587,6.27397,13.19099,9.462798,8.2741375,-4.892338,-0.38055658,-3.097684,-1.2961872,5.652433
03-01-02-02-02-01-07.wav,calm,-672.8893,94.307655,4.7198863,27.00029,5.0508075,22.288437,-6.3512573,1.9591641,-10.226255,-4.7528977,0.042333815,-2.728485,-3.3234515
03-01-07-01-02-02-22.wav,disgust,-626.6795,73.2115,-7.535648,4.6718745,-4.029951,9.965465,-9.927782,-2.81077,-9.616851,-8.614126,-7.487393,-1.5467432,2.954441
03-01-04-02-02-01-12.wav,sad,-549.86694,52.858532,-15.043639,-3.9188151,-7.1932354,0.8287492,-15.303743,-5.6959047,-9.45774,-11.704675,-9.628579,0.14783321,-4.268402
03-01-06-01-02-02-15.wav,fearful,-579.47076,81.02226,-13.540177,20.677158,-2.284744,18.321812,-7.7498517,0.47874126,-9.032248,-7.6606145,-1.7360357,0.94516927,-1.5970589
03-01-06-01-02-02-02.wav,fearful,-590.8616,50.688057,-24.538645,-3.3477857,-7.2955213,0.3506409,-15.734378,-3.093022,-17.794012,-10.360826,-3.7984352,-3.4389184,-9.616912
03-01-06-01-02-02-16.wav,fearful,-582.41504,53.82776,-6.217736,7.7031937,-1.5356784,4.7516317,-11.035255,-6.731742,-12.881447,-9.406088,-5.0807076,0.43318984,-7.476513
03-01-04-01-02-01-05.wav,sad,-806.65906,73.12427,13.385405,19.376148,8.624548,16.145151,1.461999,6.499918,-1.3463497,-3.5771964,-0.24339467,5.009816,3.48745
03-01-07-02-01-01-17.wav,disgust,-558.987,49.686333,2.841834,15.870418,-0.08680405,11.420198,-0.649173,3.560821,-3.3465357,0.16675353,-1.375726,3.2831502,-0.46194032
03-01-08-02-01-02-24.wav,surprised,-575.84576,53.281605,-21.947102,5.0561132,-12.553357,-2.4945269,-20.61461,-6.2464523,-10.795346,-8.800463,-2.9595833,-1.2843934,-4.4445095
03-01-07-01-01-02-20.wav,disgust,-714.358,72.247696,-3.8086667,7.487391,-5.362574,6.9265475,-13.889935,-0.51155436,-11.692696,-0.79756063,-0.9571534,-1.9280673,-3.4378145
03-01-08-01-02-02-20.wav,surprised,-703.6359,57.355385,-14.369708,5.223923,-2.7216642,-0.35901785,-10.713078,-0.7496669,-14.1529665,-8.226538,-1.0936744,-5.3185587,-5.42227
03-01-08-02-01-01-07.wav,surprised,-522.09204,69.305,-3.8338795,17.697077,-0.54187685,8.605194,-10.912233,-4.0253987,-7.184466,-6.294817,-4.8176446,-3.3349988,-4.0313044
03-01-06-01-01-02-22.wav,fearful,-597.0803,60.550133,-10.906252,6.468074,-3.2080176,8.893175,-11.590635,-5.7145767,-8.700682,-8.697742,-8.625026,-4.0333443,-2.2698004
03-01-06-02-02-01-16.wav,fearful,-432.5458,41.63201,-28.746717,-1.8991934,-6.8943615,-1.0959449,-20.136286,-6.9980927,-12.867241,-14.555252,-8.496089,0.3316665,-10.029803
03-01-03-02-01-01-21.wav,happy,-506.64594,74.190414,-10.375495,2.9197772,8.257594,8.889101,-12.12696,-2.5246036,-1.5995095,-6.974896,-10.457637,-1.3787518,-0.28853446
03-01-06-02-01-01-06.wav,fearful,-405.236,42.63794,-51.957912,-17.508692,-15.064602,-4.971623,-19.916105,-16.536037,-16.146717,-5.3484716,-3.4939706,12.639794,10.506025
03-01-01-01-01-01-21.wav,neutral,-625.9124,77.416275,10.293317,11.364498,7.8737054,13.188769,-8.483958,4.9011307,0.79378456,-4.9484944,-4.8511214,-0.7333062,1.7137854
03-01-05-01-01-01-10.wav,angry,-553.47015,88.234634,-2.3688972,8.792579,3.029175,6.401693,-14.079579,-0.15231214,-15.495272,-12.7613,-2.7191937,-3.6386392,-0.64882886
03-01-08-01-02-01-18.wav,surprised,-664.2792,52.933372,4.9292235,13.623764,-10.902979,7.573945,-12.35904,4.9124002,-4.46953,-12.72237,-5.604118,-5.356683,-8.468152
03-01-05-02-02-01-13.wav,angry,-429.9001,47.652134,-19.53129,7.663102,-11.761482,-0.25748646,-7.261406,-4.602808,-8.127217,-3.098479,-9.516851,-3.4308105,-0.34163845
03-01-07-01-01-01-22.wav,disgust,-617.91345,66.418,-7.7829213,2.8342872,-3.1387584,4.94312,-10.491163,-3.8088155,-7.7752295,-5.800673,-6.8477936,-4.440099,0.62893337
03-01-03-02-01-01-11.wav,happy,-518.1816,67.13934,4.3139744,15.141035,-1.481034,8.512427,-2.2059865,3.8421092,-1.1363125,-0.61463594,-6.524952,-3.6665432,1.2099453
03-01-02-01-01-02-15.wav,calm,-684.0992,87.81722,4.864721,16.20318,7.515294,14.567292,-2.8184497,5.828855,-0.5176383,-0.3711384,2.2748315,-1.2571312,-0.6006573
03-01-03-02-01-01-08.wav,happy,-573.8005,74.897675,-13.586638,1.7171093,6.9304852,8.643815,-11.512802,4.158847,-4.778054,-7.124047,2.0131147,-1.9298192,-5.823856
03-01-08-01-02-01-04.wav,surprised,-586.83923,52.020916,-8.250874,4.104121,-8.962163,-0.16708839,-15.317616,-1.7943237,-13.023827,-10.802557,-5.9426174,-3.767671,-7.8844404
03-01-07-02-01-01-08.wav,disgust,-638.72363,66.814674,5.8330154,16.455235,3.7717867,11.230489,-6.324031,7.0893183,-10.032094,-7.123924,0.19448788,1.5221838,-0.50901026
03-01-07-02-02-01-13.wav,disgust,-738.7881,74.97325,17.217335,15.897275,2.7305026,12.6050205,-2.3651485,7.117254,-3.6039262,1.0636983,-2.626852,1.0843676,0.81691015
03-01-03-02-01-02-22.wav,happy,-528.4092,54.772232,-11.655582,-0.39994293,-8.017866,6.582648,-11.331579,-8.883737,-11.276724,-8.997384,-10.7094755,-2.5752485,-3.4992914
03-01-02-02-02-02-24.wav,calm,-712.3885,63.24029,-6.6979976,12.928338,-9.692719,7.1850357,-12.298458,-2.9333804,-8.629324,-5.959417,-8.213768,-8.319246,-3.5404975
03-01-01-01-01-02-03.wav,neutral,-652.3244,82.7199,5.666817,16.565445,8.281691,14.928034,-0.48059732,-0.55506,-6.164851,0.99932677,1.9675256,-3.919777,0.4366534
03-01-05-02-01-02-11.wav,angry,-407.55774,54.45603,-13.608109,13.5738,-6.7707224,-0.4278383,-8.232095,0.36226198,-3.5209162,-0.0037950203,-7.098348,-5.576873,-1.2700322
03-01-08-02-02-01-04.wav,surprised,-525.2512,43.674725,-15.526361,1.909097,-9.618099,-1.7924359,-14.234855,-2.737251,-12.660791,-9.056192,-3.7469487,-2.885585,-6.650779
03-01-08-02-02-02-10.wav,surprised,-463.9473,55.791977,-4.675094,4.4859447,-7.206392,4.994133,-12.510364,-1.9095056,-9.404054,-8.369539,-6.246582,-0.9484223,-4.934122
03-01-08-02-01-01-12.wav,surprised,-586.1337,67.37061,-9.223767,5.978288,-3.056433,7.861066,-10.929952,-0.94760436,-10.415199,-7.6598635,-1.5298469,0.7932631,-5.756294
03-01-04-01-01-02-19.wav,sad,-777.16144,82.7864,13.401789,26.560884,6.3370004,17.373932,6.886571,11.744255,-3.1111994,-2.3337014,2.914097,-0.7694313,4.537789
03-01-06-02-02-02-20.wav,fearful,-361.18896,27.845062,-24.417683,-5.8142385,-16.108303,-6.1196904,-15.578501,-6.361972,-9.919807,-11.709809,-0.93006223,3.3356032,2.407822
03-01-03-02-01-01-05.wav,happy,-654.8162,70.190155,2.093616,14.880124,-1.5901049,5.2150106,-4.6473446,0.45621458,-5.282748,-2.4086297,-8.816508,-5.3364472,0.96770126
03-01-06-01-01-01-01.wav,fearful,-620.86926,72.92555,3.069638,15.845616,5.0054407,15.862975,-6.974336,2.5582347,-6.399506,-6.2472754,-8.1957035,-2.013455,0.49049425
03-01-04-02-01-01-09.wav,sad,-749.0336,101.30604,5.393279,22.51313,12.124166,22.545036,1.6236635,-0.35847712,-6.0502634,-6.767978,-4.1160235,-3.505361,3.0343506
03-01-04-02-01-01-07.wav,sad,-633.6809,94.717926,-5.434954,11.03422,6.998949,20.168148,-11.770556,-9.371553,-8.13206,-7.7728925,-11.795867,-8.572509,-6.093226
03-01-01-01-01-02-14.wav,neutral,-777.7557,53.671146,5.614629,14.474957,1.1254702,3.667881,-8.997253,4.417482,-9.755705,-0.0915734,-1.8970699,-1.3845673,-0.7691221
03-01-04-02-02-02-14.wav,sad,-612.4762,52.518757,-16.488113,6.2435584,-1.9437561,-3.7030087,-20.615383,-1.3121789,-15.851131,-13.3435955,-1.6329156,-5.708754,-10.783426
03-01-04-02-01-02-24.wav,sad,-608.32294,67.9372,-8.28595,3.9395196,-3.5425522,-3.428009,-14.994794,-2.7014525,-6.7327757,-11.981659,-5.1206326,-2.1940176,-4.9850063
03-01-05-01-02-01-20.wav,angry,-662.8063,53.951828,-18.076538,8.747986,-4.0078645,-0.0002509518,-12.404877,-2.135167,-13.3328085,-9.214782,-4.595155,-3.8976238,-3.9941704
03-01-08-02-02-02-07.wav,surprised,-597.75604,63.733116,-0.43942562,19.118216,1.0428808,11.306883,-11.958356,-2.7801769,-5.4922724,-5.0113626,-1.6239887,-3.3878593,-5.8471375
03-01-03-02-02-01-01.wav,happy,-554.2307,70.283676,-10.080169,11.619575,-1.2718133,10.0290985,-6.932471,-0.29826084,-9.17895,-6.3009877,-12.876888,-5.181731,3.789686
03-01-07-01-01-02-24.wav,disgust,-594.4625,68.74554,-14.513372,1.2925842,-3.4749458,-4.2218475,-15.433314,-2.848655,-11.231971,-9.125657,-3.3103142,-2.1501865,-5.6836305
03-01-08-01-02-02-16.wav,surprised,-561.812,47.887672,-6.839162,5.1632924,-3.960181,-1.7451288,-14.383552,-8.741567,-9.332543,-2.535533,-7.774136,-5.362476,-6.2261887
